source,time,region,region_code,lat,lon,temp,temp_feels,hum,pressure,wind_speed,wind_dir,weather_code,processed_at,quality_flag,weather_label
open-meteo,2026-05-08 09:42:12.681410+00:00,Dakar,DK,14.6928,-17.4467,22.9,22.6,72.0,1011.4,20.5,1,1,2026-05-08T09:42:13.689556+00:00,OK,
openweathermap,2026-05-08 09:42:13.564360+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:42:13.716554+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:15.789080+00:00,Thiès,TH,14.7886,-16.9255,24.3,24.2,61.0,1003.7,15.8,348,2,2026-05-08T09:42:16.446230+00:00,OK,
openweathermap,2026-05-08 09:42:16.283543+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:42:16.509622+00:00,OK,nuageux
open-meteo,2026-05-08 09:42:18.616919+00:00,Diourbel,DB,14.6554,-16.2322,25.4,25.2,50.0,1010.7,10.7,348,1,2026-05-08T09:42:19.686135+00:00,OK,
openweathermap,2026-05-08 09:42:19.485118+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:42:19.616913+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:21.397607+00:00,Fatick,FK,14.339,-16.4114,25.1,25.3,52.0,1011.5,9.6,355,0,2026-05-08T09:42:21.822807+00:00,OK,
openweathermap,2026-05-08 09:42:21.664807+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:42:21.787977+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:23.603278+00:00,Kaolack,KL,14.1652,-16.0726,26.0,25.9,46.0,1011.2,8.6,352,1,2026-05-08T09:42:23.997138+00:00,OK,
openweathermap,2026-05-08 09:42:23.878450+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:42:24.020385+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:25.762381+00:00,Kaffrine,KF,14.1059,-15.5503,27.2,26.8,39.0,1010.4,7.5,349,2,2026-05-08T09:42:26.614365+00:00,OK,
openweathermap,2026-05-08 09:42:26.545093+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:42:26.637969+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:28.668011+00:00,Tambacounda,TC,13.7707,-13.6673,32.2,30.9,28.0,1007.1,10.9,297,3,2026-05-08T09:42:29.064739+00:00,OK,
openweathermap,2026-05-08 09:42:28.990350+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:42:29.087602+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:30.879573+00:00,Kédougou,KD,12.5559,-12.1747,31.2,29.3,36.0,997.1,23.2,264,3,2026-05-08T09:42:31.583101+00:00,OK,
openweathermap,2026-05-08 09:42:31.455711+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:42:32.011058+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:33.591769+00:00,Kolda,KO,12.8989,-14.9413,29.1,29.6,39.0,1008.4,5.1,306,1,2026-05-08T09:42:34.059263+00:00,OK,
openweathermap,2026-05-08 09:42:33.897347+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:42:34.123870+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:35.831168+00:00,Sédhiou,SD,12.708,-15.5569,28.3,28.6,40.0,1009.4,5.7,328,0,2026-05-08T09:42:36.607390+00:00,OK,
openweathermap,2026-05-08 09:42:36.491093+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:42:37.059287+00:00,OK,nuageux
open-meteo,2026-05-08 09:42:38.612288+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.0,28.4,51.0,1010.2,5.1,328,0,2026-05-08T09:42:39.058277+00:00,OK,
openweathermap,2026-05-08 09:42:38.904086+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:42:39.028004+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:40.797715+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,22.9,63.0,1011.2,19.0,345,3,2026-05-08T09:42:41.679611+00:00,OK,
openweathermap,2026-05-08 09:42:41.530680+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:42:41.713996+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:42:43.680753+00:00,Louga,LG,15.6179,-16.2241,24.7,24.5,54.0,1007.2,11.9,342,3,2026-05-08T09:42:44.083886+00:00,OK,
openweathermap,2026-05-08 09:42:43.956250+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:42:44.339390+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:42:45.846607+00:00,Matam,MT,15.6559,-13.2557,33.3,30.7,22.0,1007.6,16.0,341,3,2026-05-08T09:42:46.551260+00:00,OK,
openweathermap,2026-05-08 09:42:46.438908+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:42:46.573868+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:43:48.688951+00:00,Dakar,DK,14.6928,-17.4467,22.9,22.6,72.0,1011.4,20.5,1,1,2026-05-08T09:43:49.743241+00:00,OK,
openweathermap,2026-05-08 09:43:49.600066+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:43:49.765386+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:43:51.490686+00:00,Thiès,TH,14.7886,-16.9255,24.3,24.2,61.0,1003.7,15.8,348,2,2026-05-08T09:43:51.899912+00:00,OK,
openweathermap,2026-05-08 09:43:51.767988+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:43:51.940130+00:00,OK,nuageux
open-meteo,2026-05-08 09:43:54.673200+00:00,Diourbel,DB,14.6554,-16.2322,25.4,25.2,50.0,1010.7,10.7,348,1,2026-05-08T09:43:55.763762+00:00,OK,
openweathermap,2026-05-08 09:43:55.556015+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:43:55.789557+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:43:57.450662+00:00,Fatick,FK,14.339,-16.4114,25.1,25.3,52.0,1011.5,9.6,355,0,2026-05-08T09:43:57.893867+00:00,OK,
openweathermap,2026-05-08 09:43:57.736202+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:43:57.965501+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:44:00.940139+00:00,Kaolack,KL,14.1652,-16.0726,26.0,25.9,46.0,1011.2,8.6,352,1,2026-05-08T09:44:01.537407+00:00,OK,
openweathermap,2026-05-08 09:44:01.452712+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:44:01.787502+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:44:03.345054+00:00,Kaffrine,KF,14.1059,-15.5503,27.2,26.8,39.0,1010.4,7.5,349,2,2026-05-08T09:44:03.755876+00:00,OK,
openweathermap,2026-05-08 09:44:03.602084+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:44:03.722329+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:44:05.642221+00:00,Tambacounda,TC,13.7707,-13.6673,32.2,30.9,28.0,1007.1,10.9,297,3,2026-05-08T09:44:06.010141+00:00,OK,
openweathermap,2026-05-08 09:44:05.907398+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:44:06.030858+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:44:07.878892+00:00,Kédougou,KD,12.5559,-12.1747,31.2,29.3,36.0,997.1,23.2,264,3,2026-05-08T09:44:08.609385+00:00,OK,
openweathermap,2026-05-08 09:44:08.479199+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:44:08.634243+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:44:10.612804+00:00,Kolda,KO,12.8989,-14.9413,29.1,29.6,39.0,1008.4,5.1,306,1,2026-05-08T09:44:11.041606+00:00,OK,
openweathermap,2026-05-08 09:44:10.924360+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:44:11.114768+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:44:12.830845+00:00,Sédhiou,SD,12.708,-15.5569,28.3,28.6,40.0,1009.4,5.7,328,0,2026-05-08T09:44:13.601910+00:00,OK,
openweathermap,2026-05-08 09:44:13.528832+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:44:13.624695+00:00,OK,nuageux
open-meteo,2026-05-08 09:44:15.639107+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.0,28.4,51.0,1010.2,5.1,328,0,2026-05-08T09:44:16.075698+00:00,OK,
openweathermap,2026-05-08 09:44:15.951485+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:44:16.036941+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:44:17.845774+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,22.9,63.0,1011.2,19.0,345,3,2026-05-08T09:44:18.627276+00:00,OK,
openweathermap,2026-05-08 09:44:18.514365+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:44:18.688431+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:44:20.731587+00:00,Louga,LG,15.6179,-16.2241,24.7,24.5,54.0,1007.2,11.9,342,3,2026-05-08T09:44:21.178417+00:00,OK,
openweathermap,2026-05-08 09:44:21.085827+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:44:21.228421+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:44:23.067679+00:00,Matam,MT,15.6559,-13.2557,33.3,30.7,22.0,1007.6,16.0,341,3,2026-05-08T09:44:23.834664+00:00,OK,
openweathermap,2026-05-08 09:44:23.510059+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:44:23.876051+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:25.713429+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:45:26.716102+00:00,OK,
openweathermap,2026-05-08 09:45:26.586064+00:00,Dakar,DK,14.6928,-17.4467,23.47,24.01,82.0,1013.0,6.17,320,800,2026-05-08T09:45:26.768542+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:28.483013+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:45:28.862235+00:00,OK,
openweathermap,2026-05-08 09:45:28.754960+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:45:28.936750+00:00,OK,nuageux
open-meteo,2026-05-08 09:45:31.634697+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:45:32.829787+00:00,OK,
openweathermap,2026-05-08 09:45:32.671352+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:45:32.796177+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:34.610657+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:45:35.133983+00:00,OK,
openweathermap,2026-05-08 09:45:35.013612+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:45:35.376273+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:38.903244+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:45:39.602176+00:00,OK,
openweathermap,2026-05-08 09:45:39.483142+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:45:39.637346+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:41.374931+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:45:41.876466+00:00,OK,
openweathermap,2026-05-08 09:45:41.710081+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:45:41.840532+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:44.631930+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:45:45.632300+00:00,OK,
openweathermap,2026-05-08 09:45:45.519643+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:45:45.656395+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:47.401257+00:00,Kédougou,KD,12.5559,-12.1747,31.7,29.6,35.0,997.2,23.9,263,3,2026-05-08T09:45:47.736375+00:00,OK,
openweathermap,2026-05-08 09:45:47.659871+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:45:47.767050+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:49.604218+00:00,Kolda,KO,12.8989,-14.9413,29.6,30.1,37.0,1008.4,4.9,309,0,2026-05-08T09:45:50.134000+00:00,OK,
openweathermap,2026-05-08 09:45:49.924929+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:45:50.080267+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:51.830743+00:00,Sédhiou,SD,12.708,-15.5569,28.8,29.2,39.0,1009.5,5.2,331,0,2026-05-08T09:45:52.763593+00:00,OK,
openweathermap,2026-05-08 09:45:52.471068+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:45:52.805555+00:00,OK,nuageux
open-meteo,2026-05-08 09:45:54.655101+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.8,29.1,48.0,1010.2,4.4,333,0,2026-05-08T09:45:55.098044+00:00,OK,
openweathermap,2026-05-08 09:45:54.956931+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:45:55.137126+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:56.865167+00:00,Saint-Louis,SL,16.0179,-16.4896,24.0,23.3,61.0,1011.2,19.3,344,3,2026-05-08T09:45:57.603330+00:00,OK,
openweathermap,2026-05-08 09:45:57.478521+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:45:57.623667+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:45:59.659231+00:00,Louga,LG,15.6179,-16.2241,25.4,25.3,51.0,1007.2,11.4,342,3,2026-05-08T09:46:00.053909+00:00,OK,
openweathermap,2026-05-08 09:45:59.927394+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:46:00.091085+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:46:01.955184+00:00,Matam,MT,15.6559,-13.2557,34.0,31.5,21.0,1007.7,15.9,342,3,2026-05-08T09:46:02.709366+00:00,OK,
openweathermap,2026-05-08 09:46:02.541252+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:46:02.768666+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:05.172563+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:47:07.320073+00:00,OK,
openweathermap,2026-05-08 09:47:07.195779+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:47:07.348452+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:09.114518+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:47:09.563633+00:00,OK,
openweathermap,2026-05-08 09:47:09.472287+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:47:09.602079+00:00,OK,nuageux
open-meteo,2026-05-08 09:47:11.623800+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:47:12.740376+00:00,OK,
openweathermap,2026-05-08 09:47:12.598131+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:47:12.786772+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:14.491916+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:47:15.241241+00:00,OK,
openweathermap,2026-05-08 09:47:14.760591+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:47:15.276058+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:17.632574+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:47:18.630840+00:00,OK,
openweathermap,2026-05-08 09:47:18.507486+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:47:18.656000+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:20.399755+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:47:20.849670+00:00,OK,
openweathermap,2026-05-08 09:47:20.700915+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:47:20.917712+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:23.663595+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:47:24.747469+00:00,OK,
openweathermap,2026-05-08 09:47:24.646752+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:47:24.811600+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:26.551190+00:00,Kédougou,KD,12.5559,-12.1747,31.7,29.6,35.0,997.2,23.9,263,3,2026-05-08T09:47:26.959333+00:00,OK,
openweathermap,2026-05-08 09:47:26.833805+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:47:26.996046+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:29.700303+00:00,Kolda,KO,12.8989,-14.9413,29.6,30.1,37.0,1008.4,4.9,309,0,2026-05-08T09:47:30.698885+00:00,OK,
openweathermap,2026-05-08 09:47:30.504762+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:47:30.645073+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:32.440791+00:00,Sédhiou,SD,12.708,-15.5569,28.8,29.2,39.0,1009.5,5.2,331,0,2026-05-08T09:47:32.945172+00:00,OK,
openweathermap,2026-05-08 09:47:32.754899+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:47:32.872030+00:00,OK,nuageux
open-meteo,2026-05-08 09:47:35.660735+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.8,29.1,48.0,1010.2,4.4,333,0,2026-05-08T09:47:36.629333+00:00,OK,
openweathermap,2026-05-08 09:47:36.538874+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:47:36.656901+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:38.456159+00:00,Saint-Louis,SL,16.0179,-16.4896,24.0,23.3,61.0,1011.2,19.3,344,3,2026-05-08T09:47:38.912693+00:00,OK,
openweathermap,2026-05-08 09:47:38.779268+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:47:38.950798+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:47:41.706452+00:00,Louga,LG,15.6179,-16.2241,25.4,25.3,51.0,1007.2,11.4,342,3,2026-05-08T09:47:42.648037+00:00,OK,
openweathermap,2026-05-08 09:47:42.537412+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:47:42.712952+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:47:44.438612+00:00,Matam,MT,15.6559,-13.2557,34.0,31.5,21.0,1007.7,15.9,342,3,2026-05-08T09:47:44.844864+00:00,OK,
openweathermap,2026-05-08 09:47:44.676464+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:47:44.798693+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:48:47.646667+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:48:48.731609+00:00,OK,
openweathermap,2026-05-08 09:48:48.548982+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:48:48.752099+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:48:50.458598+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:48:50.899037+00:00,OK,
openweathermap,2026-05-08 09:48:50.774484+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:48:50.920520+00:00,OK,nuageux
open-meteo,2026-05-08 09:48:53.688542+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:48:54.905116+00:00,OK,
openweathermap,2026-05-08 09:48:54.557027+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:48:54.954659+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:48:56.642882+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:48:57.493399+00:00,OK,
openweathermap,2026-05-08 09:48:57.397878+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:48:57.522082+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:48:59.605587+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:49:00.655575+00:00,OK,
openweathermap,2026-05-08 09:49:00.541292+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:49:00.701323+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:49:02.409688+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:49:02.789916+00:00,OK,
openweathermap,2026-05-08 09:49:02.666535+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:49:02.821304+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:49:04.579381+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:49:05.100643+00:00,OK,
openweathermap,2026-05-08 09:49:04.936872+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:49:05.170064+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:49:06.862863+00:00,Kédougou,KD,12.5559,-12.1747,31.7,29.6,35.0,997.2,23.9,263,3,2026-05-08T09:49:07.620881+00:00,OK,
openweathermap,2026-05-08 09:49:07.498805+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:49:07.654047+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:49:09.872597+00:00,Kolda,KO,12.8989,-14.9413,29.6,30.1,37.0,1008.4,4.9,309,0,2026-05-08T09:49:10.342004+00:00,OK,
openweathermap,2026-05-08 09:49:10.210951+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:49:10.383072+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:49:12.232814+00:00,Sédhiou,SD,12.708,-15.5569,28.8,29.2,39.0,1009.5,5.2,331,0,2026-05-08T09:49:13.613824+00:00,OK,
openweathermap,2026-05-08 09:49:13.489000+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:49:13.633312+00:00,OK,nuageux
open-meteo,2026-05-08 09:49:15.686563+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.8,29.1,48.0,1010.2,4.4,333,0,2026-05-08T09:49:16.072004+00:00,OK,
openweathermap,2026-05-08 09:49:15.953933+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:49:16.097658+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:49:17.852522+00:00,Saint-Louis,SL,16.0179,-16.4896,24.0,23.3,61.0,1011.2,19.3,344,3,2026-05-08T09:49:18.667086+00:00,OK,
openweathermap,2026-05-08 09:49:18.502684+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:49:18.707936+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:49:20.582691+00:00,Louga,LG,15.6179,-16.2241,25.4,25.3,51.0,1007.2,11.4,342,3,2026-05-08T09:49:21.037822+00:00,OK,
openweathermap,2026-05-08 09:49:20.854709+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:49:20.992985+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:49:22.782064+00:00,Matam,MT,15.6559,-13.2557,34.0,31.5,21.0,1007.7,15.9,342,3,2026-05-08T09:49:23.646927+00:00,OK,
openweathermap,2026-05-08 09:49:23.472875+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:49:23.595982+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:25.658442+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:50:26.657936+00:00,OK,
openweathermap,2026-05-08 09:50:26.516189+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:50:26.632950+00:00,OK,ciel dégagé
