source,time,region,region_code,lat,lon,temp,temp_feels,hum,pressure,wind_speed,wind_dir,weather_code,processed_at,quality_flag,weather_label
open-meteo,2026-05-08 09:59:47.218688+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:59:48.577439+00:00,OK,
openweathermap,2026-05-08 09:59:48.491116+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:59:48.558135+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:59:50.427838+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:59:50.787088+00:00,OK,
openweathermap,2026-05-08 09:59:50.719847+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:59:50.804296+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:59:53.602254+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:59:54.548065+00:00,OK,
openweathermap,2026-05-08 09:59:54.450549+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:59:54.523727+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:59:56.333176+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:59:56.685304+00:00,OK,
openweathermap,2026-05-08 09:59:56.598210+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:59:56.706944+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:59:58.643205+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:59:59.083449+00:00,OK,
openweathermap,2026-05-08 09:59:59.008030+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:59:59.115707+00:00,OK,ciel dégagé
openweathermap,2026-05-08 10:00:11.460365+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T10:00:11.551356+00:00,OK,ciel dégagé
openweathermap,2026-05-08 10:00:24.539105+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T10:00:24.611939+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:00:30.057515+00:00,Sédhiou,SD,12.708,-15.5569,29.4,29.9,38.0,1009.5,4.8,333,0,2026-05-08T10:00:30.716470+00:00,OK,
openweathermap,2026-05-08 10:00:30.514801+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T10:00:30.735419+00:00,OK,nuageux
open-meteo,2026-05-08 10:00:35.115632+00:00,Ziguinchor,ZG,12.5681,-16.2719,28.5,29.9,46.0,1010.2,4.2,340,0,2026-05-08T10:00:35.556508+00:00,OK,
openweathermap,2026-05-08 10:00:35.475120+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T10:00:35.540471+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:00:39.347722+00:00,Saint-Louis,SL,16.0179,-16.4896,24.5,23.7,59.0,1011.3,19.5,343,3,2026-05-08T10:00:39.732868+00:00,OK,
openweathermap,2026-05-08 10:00:39.640203+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T10:00:39.706167+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:00:42.982100+00:00,Louga,LG,15.6179,-16.2241,26.1,26.3,49.0,1007.3,11.0,341,3,2026-05-08T10:00:43.614802+00:00,OK,
openweathermap,2026-05-08 10:00:43.531928+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T10:00:43.637753+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 10:00:46.744347+00:00,Matam,MT,15.6559,-13.2557,34.7,32.3,20.0,1007.7,15.8,343,3,2026-05-08T10:00:47.103227+00:00,OK,
openweathermap,2026-05-08 10:00:47.011204+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T10:00:47.084538+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:01:49.561216+00:00,Dakar,DK,14.6928,-17.4467,23.4,23.2,70.0,1011.6,20.2,5,0,2026-05-08T10:01:50.522230+00:00,OK,
openweathermap,2026-05-08 10:01:50.434074+00:00,Dakar,DK,14.6928,-17.4467,23.47,24.01,82.0,1013.0,6.17,320,800,2026-05-08T10:01:50.543225+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:01:52.320666+00:00,Thiès,TH,14.7886,-16.9255,25.5,25.3,55.0,1003.8,16.3,349,0,2026-05-08T10:01:52.699442+00:00,OK,
openweathermap,2026-05-08 10:01:52.623736+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T10:01:52.717107+00:00,OK,nuageux
open-meteo,2026-05-08 10:01:54.583328+00:00,Diourbel,DB,14.6554,-16.2322,26.8,26.9,45.0,1010.8,9.8,352,2,2026-05-08T10:01:54.912487+00:00,OK,
openweathermap,2026-05-08 10:01:54.847664+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T10:01:54.930045+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:01:56.782925+00:00,Fatick,FK,14.339,-16.4114,26.5,26.9,48.0,1011.6,9.2,358,1,2026-05-08T10:01:57.560704+00:00,OK,
openweathermap,2026-05-08 10:01:57.471731+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T10:01:57.584067+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:01:59.578850+00:00,Kaolack,KL,14.1652,-16.0726,27.4,27.5,42.0,1011.3,7.9,357,1,2026-05-08T10:01:59.981439+00:00,OK,
openweathermap,2026-05-08 10:01:59.831560+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T10:02:00.000296+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:02:01.725157+00:00,Kaffrine,KF,14.1059,-15.5503,28.5,28.2,36.0,1010.4,8.3,349,2,2026-05-08T10:02:02.541771+00:00,OK,
openweathermap,2026-05-08 10:02:01.986431+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T10:02:02.099096+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:02:03.888160+00:00,Tambacounda,TC,13.7707,-13.6673,33.0,32.0,26.0,1007.1,10.3,297,3,2026-05-08T10:02:04.581822+00:00,OK,
openweathermap,2026-05-08 10:02:04.461935+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T10:02:04.557178+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:02:06.580070+00:00,Kédougou,KD,12.5559,-12.1747,32.2,29.8,33.0,997.3,24.7,262,3,2026-05-08T10:02:06.940639+00:00,OK,
openweathermap,2026-05-08 10:02:06.848608+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T10:02:06.960273+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:02:08.799323+00:00,Kolda,KO,12.8989,-14.9413,30.1,30.8,36.0,1008.4,4.6,312,1,2026-05-08T10:02:09.528298+00:00,OK,
openweathermap,2026-05-08 10:02:09.463495+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T10:02:09.633729+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:02:11.572852+00:00,Sédhiou,SD,12.708,-15.5569,29.4,29.9,38.0,1009.5,4.8,333,0,2026-05-08T10:02:11.893349+00:00,OK,
openweathermap,2026-05-08 10:02:11.824068+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T10:02:11.916321+00:00,OK,nuageux
open-meteo,2026-05-08 10:02:13.709894+00:00,Ziguinchor,ZG,12.5681,-16.2719,28.5,29.9,46.0,1010.2,4.2,340,0,2026-05-08T10:02:14.045286+00:00,OK,
openweathermap,2026-05-08 10:02:13.972646+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T10:02:14.064008+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:02:15.852428+00:00,Saint-Louis,SL,16.0179,-16.4896,24.5,23.7,59.0,1011.3,19.5,343,3,2026-05-08T10:02:16.569296+00:00,OK,
openweathermap,2026-05-08 10:02:16.496357+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T10:02:16.609176+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:02:18.570252+00:00,Louga,LG,15.6179,-16.2241,26.1,26.3,49.0,1007.3,11.0,341,3,2026-05-08T10:02:18.885220+00:00,OK,
openweathermap,2026-05-08 10:02:18.811142+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T10:02:18.902606+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 10:02:20.707119+00:00,Matam,MT,15.6559,-13.2557,34.7,32.3,20.0,1007.7,15.8,343,3,2026-05-08T10:02:21.075300+00:00,OK,
openweathermap,2026-05-08 10:02:20.992054+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T10:02:21.092915+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:23.574987+00:00,Dakar,DK,14.6928,-17.4467,23.4,23.2,70.0,1011.6,20.2,5,0,2026-05-08T10:03:24.537556+00:00,OK,
openweathermap,2026-05-08 10:03:24.460307+00:00,Dakar,DK,14.6928,-17.4467,23.47,24.01,82.0,1013.0,6.17,320,800,2026-05-08T10:03:24.575894+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:26.342787+00:00,Thiès,TH,14.7886,-16.9255,25.5,25.3,55.0,1003.8,16.3,349,0,2026-05-08T10:03:27.108057+00:00,OK,
openweathermap,2026-05-08 10:03:26.575407+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T10:03:26.644194+00:00,OK,nuageux
open-meteo,2026-05-08 10:03:28.652690+00:00,Diourbel,DB,14.6554,-16.2322,26.8,26.9,45.0,1010.8,9.8,352,2,2026-05-08T10:03:28.993105+00:00,OK,
openweathermap,2026-05-08 10:03:28.902418+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T10:03:28.975232+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:30.785842+00:00,Fatick,FK,14.339,-16.4114,26.5,26.9,48.0,1011.6,9.2,358,1,2026-05-08T10:03:31.513540+00:00,OK,
openweathermap,2026-05-08 10:03:31.439570+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T10:03:31.532024+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:33.598523+00:00,Kaolack,KL,14.1652,-16.0726,27.4,27.5,42.0,1011.3,7.9,357,1,2026-05-08T10:03:33.936403+00:00,OK,
openweathermap,2026-05-08 10:03:33.859515+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T10:03:34.061127+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:35.791223+00:00,Kaffrine,KF,14.1059,-15.5503,28.5,28.2,36.0,1010.4,8.3,349,2,2026-05-08T10:03:36.501688+00:00,OK,
openweathermap,2026-05-08 10:03:36.431470+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T10:03:36.596872+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:38.614726+00:00,Tambacounda,TC,13.7707,-13.6673,33.0,32.0,26.0,1007.1,10.3,297,3,2026-05-08T10:03:39.470358+00:00,OK,
openweathermap,2026-05-08 10:03:39.390917+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T10:03:39.489466+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:41.289720+00:00,Kédougou,KD,12.5559,-12.1747,32.2,29.8,33.0,997.3,24.7,262,3,2026-05-08T10:03:42.513051+00:00,OK,
openweathermap,2026-05-08 10:03:42.447344+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T10:03:42.639814+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:44.581759+00:00,Kolda,KO,12.8989,-14.9413,30.1,30.8,36.0,1008.4,4.6,312,1,2026-05-08T10:03:44.952429+00:00,OK,
openweathermap,2026-05-08 10:03:44.870531+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T10:03:44.935743+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:46.744370+00:00,Sédhiou,SD,12.708,-15.5569,29.4,29.9,38.0,1009.5,4.8,333,0,2026-05-08T10:03:47.511270+00:00,OK,
openweathermap,2026-05-08 10:03:47.432820+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T10:03:47.769205+00:00,OK,nuageux
open-meteo,2026-05-08 10:03:49.585859+00:00,Ziguinchor,ZG,12.5681,-16.2719,28.5,29.9,46.0,1010.2,4.2,340,0,2026-05-08T10:03:49.924756+00:00,OK,
openweathermap,2026-05-08 10:03:49.849924+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T10:03:50.039549+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:51.822749+00:00,Saint-Louis,SL,16.0179,-16.4896,24.5,23.7,59.0,1011.3,19.5,343,3,2026-05-08T10:03:52.568126+00:00,OK,
openweathermap,2026-05-08 10:03:52.472015+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T10:03:52.586187+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:03:54.575375+00:00,Louga,LG,15.6179,-16.2241,26.1,26.3,49.0,1007.3,11.0,341,3,2026-05-08T10:03:54.910898+00:00,OK,
openweathermap,2026-05-08 10:03:54.832150+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T10:03:54.927723+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 10:03:56.694135+00:00,Matam,MT,15.6559,-13.2557,34.7,32.3,20.0,1007.7,15.8,343,3,2026-05-08T10:03:57.120719+00:00,OK,
openweathermap,2026-05-08 10:03:56.942211+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T10:03:57.016500+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:04:59.572527+00:00,Dakar,DK,14.6928,-17.4467,23.4,23.2,70.0,1011.6,20.2,5,0,2026-05-08T10:05:00.526512+00:00,OK,
openweathermap,2026-05-08 10:05:00.438881+00:00,Dakar,DK,14.6928,-17.4467,23.47,24.01,82.0,1013.0,6.17,320,800,2026-05-08T10:05:00.543217+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:02.337933+00:00,Thiès,TH,14.7886,-16.9255,25.5,25.3,55.0,1003.8,16.3,349,0,2026-05-08T10:05:02.706095+00:00,OK,
openweathermap,2026-05-08 10:05:02.637376+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T10:05:02.723495+00:00,OK,nuageux
open-meteo,2026-05-08 10:05:04.573849+00:00,Diourbel,DB,14.6554,-16.2322,26.8,26.9,45.0,1010.8,9.8,352,2,2026-05-08T10:05:04.889575+00:00,OK,
openweathermap,2026-05-08 10:05:04.822155+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T10:05:04.910140+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:06.701633+00:00,Fatick,FK,14.339,-16.4114,26.5,26.9,48.0,1011.6,9.2,358,1,2026-05-08T10:05:07.626312+00:00,OK,
openweathermap,2026-05-08 10:05:07.561244+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T10:05:07.810023+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:09.577761+00:00,Kaolack,KL,14.1652,-16.0726,27.4,27.5,42.0,1011.3,7.9,357,1,2026-05-08T10:05:09.918989+00:00,OK,
openweathermap,2026-05-08 10:05:09.842742+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T10:05:09.949356+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:11.733652+00:00,Kaffrine,KF,14.1059,-15.5503,28.5,28.2,36.0,1010.4,8.3,349,2,2026-05-08T10:05:12.107484+00:00,OK,
openweathermap,2026-05-08 10:05:11.994574+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T10:05:12.077274+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:13.919190+00:00,Tambacounda,TC,13.7707,-13.6673,33.0,32.0,26.0,1007.1,10.3,297,3,2026-05-08T10:05:14.565038+00:00,OK,
openweathermap,2026-05-08 10:05:14.444368+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T10:05:14.529613+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:16.570019+00:00,Kédougou,KD,12.5559,-12.1747,32.2,29.8,33.0,997.3,24.7,262,3,2026-05-08T10:05:16.880327+00:00,OK,
openweathermap,2026-05-08 10:05:16.805574+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T10:05:16.902525+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:18.693663+00:00,Kolda,KO,12.8989,-14.9413,30.1,30.8,36.0,1008.4,4.6,312,1,2026-05-08T10:05:19.057845+00:00,OK,
openweathermap,2026-05-08 10:05:18.933203+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T10:05:19.036806+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:20.830579+00:00,Sédhiou,SD,12.708,-15.5569,29.4,29.9,38.0,1009.5,4.8,333,0,2026-05-08T10:05:21.516027+00:00,OK,
openweathermap,2026-05-08 10:05:21.440960+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T10:05:21.539001+00:00,OK,nuageux
open-meteo,2026-05-08 10:05:23.575492+00:00,Ziguinchor,ZG,12.5681,-16.2719,28.5,29.9,46.0,1010.2,4.2,340,0,2026-05-08T10:05:23.903560+00:00,OK,
openweathermap,2026-05-08 10:05:23.826443+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T10:05:23.926540+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:25.705156+00:00,Saint-Louis,SL,16.0179,-16.4896,24.5,23.7,59.0,1011.3,19.5,343,3,2026-05-08T10:05:26.490133+00:00,OK,
openweathermap,2026-05-08 10:05:25.948715+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T10:05:26.017069+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:05:27.838848+00:00,Louga,LG,15.6179,-16.2241,26.1,26.3,49.0,1007.3,11.0,341,3,2026-05-08T10:05:28.541484+00:00,OK,
openweathermap,2026-05-08 10:05:28.460064+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T10:05:28.578619+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 10:05:30.566629+00:00,Matam,MT,15.6559,-13.2557,34.7,32.3,20.0,1007.7,15.8,343,3,2026-05-08T10:05:30.873457+00:00,OK,
openweathermap,2026-05-08 10:05:30.805816+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T10:05:30.895586+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:33.574134+00:00,Dakar,DK,14.6928,-17.4467,23.4,23.2,70.0,1011.6,20.2,5,0,2026-05-08T10:06:34.520614+00:00,OK,
openweathermap,2026-05-08 10:06:34.452493+00:00,Dakar,DK,14.6928,-17.4467,23.48,24.02,82.0,1013.0,6.17,320,800,2026-05-08T10:06:34.540062+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:36.388693+00:00,Thiès,TH,14.7886,-16.9255,25.5,25.3,55.0,1003.8,16.3,349,0,2026-05-08T10:06:36.816738+00:00,OK,
openweathermap,2026-05-08 10:06:36.625501+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T10:06:36.835506+00:00,OK,nuageux
open-meteo,2026-05-08 10:06:38.576101+00:00,Diourbel,DB,14.6554,-16.2322,26.8,26.9,45.0,1010.8,9.8,352,2,2026-05-08T10:06:38.909114+00:00,OK,
openweathermap,2026-05-08 10:06:38.832359+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T10:06:38.931982+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:40.715048+00:00,Fatick,FK,14.339,-16.4114,26.5,26.9,48.0,1011.6,9.2,358,1,2026-05-08T10:06:41.590116+00:00,OK,
openweathermap,2026-05-08 10:06:41.511350+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T10:06:41.625698+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:43.659133+00:00,Kaolack,KL,14.1652,-16.0726,27.4,27.5,42.0,1011.3,7.9,357,1,2026-05-08T10:06:43.998915+00:00,OK,
openweathermap,2026-05-08 10:06:43.915186+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T10:06:44.017190+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:45.808954+00:00,Kaffrine,KF,14.1059,-15.5503,28.5,28.2,36.0,1010.4,8.3,349,2,2026-05-08T10:06:46.550833+00:00,OK,
openweathermap,2026-05-08 10:06:46.465265+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T10:06:46.532492+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:48.608147+00:00,Tambacounda,TC,13.7707,-13.6673,33.0,32.0,26.0,1007.1,10.3,297,3,2026-05-08T10:06:48.934234+00:00,OK,
openweathermap,2026-05-08 10:06:48.854452+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T10:06:48.957700+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:50.748247+00:00,Kédougou,KD,12.5559,-12.1747,32.2,29.8,33.0,997.3,24.7,262,3,2026-05-08T10:06:51.507062+00:00,OK,
openweathermap,2026-05-08 10:06:51.433787+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T10:06:51.525366+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:53.548451+00:00,Kolda,KO,12.8989,-14.9413,30.1,30.8,36.0,1008.4,4.6,312,1,2026-05-08T10:06:53.873445+00:00,OK,
openweathermap,2026-05-08 10:06:53.807739+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T10:06:53.893023+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:06:55.689560+00:00,Sédhiou,SD,12.708,-15.5569,29.4,29.9,38.0,1009.5,4.8,333,0,2026-05-08T10:06:56.004018+00:00,OK,
openweathermap,2026-05-08 10:06:55.928921+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T10:06:56.330638+00:00,OK,nuageux
open-meteo,2026-05-08 10:06:57.803471+00:00,Ziguinchor,ZG,12.5681,-16.2719,28.5,29.9,46.0,1010.2,4.2,340,0,2026-05-08T10:06:58.866874+00:00,OK,
openweathermap,2026-05-08 10:06:58.446165+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.27,29.09,31.0,1012.0,2.08,1,803,2026-05-08T10:06:58.521002+00:00,OK,nuageux
open-meteo,2026-05-08 10:07:00.592201+00:00,Saint-Louis,SL,16.0179,-16.4896,24.5,23.7,59.0,1011.3,19.5,343,3,2026-05-08T10:07:00.914887+00:00,OK,
openweathermap,2026-05-08 10:07:00.838902+00:00,Saint-Louis,SL,16.0179,-16.4896,21.84,21.88,69.0,1012.0,8.12,343,801,2026-05-08T10:07:00.937116+00:00,OK,peu nuageux
open-meteo,2026-05-08 10:07:02.716644+00:00,Louga,LG,15.6179,-16.2241,26.1,26.3,49.0,1007.3,11.0,341,3,2026-05-08T10:07:03.023458+00:00,OK,
openweathermap,2026-05-08 10:07:02.960870+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T10:07:03.040516+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 10:07:04.844334+00:00,Matam,MT,15.6559,-13.2557,34.7,32.3,20.0,1007.7,15.8,343,3,2026-05-08T10:07:05.512024+00:00,OK,
openweathermap,2026-05-08 10:07:05.448086+00:00,Matam,MT,15.6559,-13.2557,33.56,31.36,18.0,1011.0,4.8,347,803,2026-05-08T10:07:05.592078+00:00,OK,nuageux
open-meteo,2026-05-08 10:08:07.604143+00:00,Dakar,DK,14.6928,-17.4467,23.4,23.2,70.0,1011.6,20.2,5,0,2026-05-08T10:08:08.543424+00:00,OK,
openweathermap,2026-05-08 10:08:08.461454+00:00,Dakar,DK,14.6928,-17.4467,23.48,24.02,82.0,1013.0,6.17,320,800,2026-05-08T10:08:08.527103+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:08:10.342038+00:00,Thiès,TH,14.7886,-16.9255,25.5,25.3,55.0,1003.8,16.3,349,0,2026-05-08T10:08:10.654790+00:00,OK,
openweathermap,2026-05-08 10:08:10.580021+00:00,Thiès,TH,14.7886,-16.9255,25.08,24.66,39.0,1012.0,6.96,352,803,2026-05-08T10:08:10.676132+00:00,OK,nuageux
open-meteo,2026-05-08 10:08:12.617417+00:00,Diourbel,DB,14.6554,-16.2322,26.8,26.9,45.0,1010.8,9.8,352,2,2026-05-08T10:08:12.959816+00:00,OK,
openweathermap,2026-05-08 10:08:12.889032+00:00,Diourbel,DB,14.6554,-16.2322,29.13,27.92,29.0,1012.0,3.87,4,801,2026-05-08T10:08:12.979564+00:00,OK,peu nuageux
open-meteo,2026-05-08 10:08:14.777356+00:00,Fatick,FK,14.339,-16.4114,26.5,26.9,48.0,1011.6,9.2,358,1,2026-05-08T10:08:15.579484+00:00,OK,
openweathermap,2026-05-08 10:08:15.488325+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T10:08:15.665180+00:00,OK,ciel dégagé
